Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2021-11-07 06:57:05,10.74.231.140,132.182.104.107,23896,1254,ICMP,1430,Control,DNS,Enim doloribus consequatur ratione eveniet rerum. Repellat velit alias debitis quas. Distinctio unde nobis natus odio eligendi.,IoC Detected,94.39,,DDoS,Known Pattern A,Blocked,Medium,Ivana Deep,Opera/9.79.(Windows 98; Win 9x 4.90; ko-KR) Presto/2.9.166 Version/11.00,Segment C,"Bhalswa Jahangir Pur, Punjab",143.232.31.0,,,Firewall
2023-06-10 16:24:56,203.18.72.188,17.226.125.18,21468,53381,UDP,708,Control,FTP,Consequuntur minima tenetur itaque quisquam eveniet.,IoC Detected,1.25,,Malware,Known Pattern A,Ignored,Medium,Inaaya  Kant,Opera/8.58.(Windows NT 10.0; nb-NO) Presto/2.9.181 Version/12.00,Segment C,"Sasaram, Mizoram",,Log Data,,Firewall
2023-06-13 02:16:32,160.157.150.216,207.176.114.6,10171,48022,ICMP,1090,Control,DNS,"Similique sint doloremque adipisci.
Ut expedita ut repellendus quas. Laudantium placeat illo voluptatibus. A aliquid ipsam aperiam. Fugit repudiandae ipsam deleniti repellat nisi.",IoC Detected,9.42,Alert Triggered,Malware,Known Pattern B,Logged,High,Kaira Choudhary,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/52.0.873.0 Safari/535.2",Segment C,"Morena, Arunachal Pradesh",,,,Firewall
2022-07-10 04:58:57,211.154.40.226,185.225.227.118,28613,4523,UDP,407,Control,FTP,"Unde repudiandae excepturi ipsa reiciendis. Enim aspernatur consequatur sint.
Sit placeat recusandae quod. Sapiente omnis aliquam numquam aliquam maxime.",,87.41,,DDoS,Known Pattern A,Logged,Low,Shalv Hans,Opera/8.57.(Windows NT 5.0; ln-CD) Presto/2.9.181 Version/12.00,Segment C,"Panihati, Telangana",,Log Data,,Firewall
2022-07-07 11:47:20,120.66.38.119,89.157.38.42,12974,59029,TCP,235,Data,DNS,Soluta iusto quaerat minus. Sit amet harum at dolore. Error laborum quo explicabo asperiores fugiat. Dicta impedit odio quidem dignissimos occaecati debitis.,,34.14,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Dhanush Warrior,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.1),Segment C,"Ulhasnagar, Meghalaya",,Log Data,,Server
2022-03-31 04:34:08,98.33.135.93,168.40.41.236,36934,57108,ICMP,373,Control,FTP,"Possimus minus occaecati culpa corrupti molestiae. Doloremque voluptatem molestiae.
Placeat soluta a voluptas hic. At ea alias ipsum ipsa doloribus minus.",,17.37,,DDoS,Known Pattern B,Blocked,High,Saira Yohannan,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.1),Segment C,"Kishanganj, Maharashtra",87.54.154.90,Log Data,Alert Data,Firewall
2023-04-17 21:53:39,133.49.10.181,54.159.41.73,54940,57370,UDP,106,Data,FTP,"Architecto recusandae ipsa aliquid magni ratione dignissimos sapiente.
Nisi labore beatae exercitationem. Error unde laudantium.",IoC Detected,78.16,,Intrusion,Known Pattern B,Blocked,Low,Sahil Venkataraman,Opera/8.94.(X11; Linux i686; pl-PL) Presto/2.9.181 Version/11.00,Segment C,"Bhusawal, Rajasthan",52.7.240.111,,Alert Data,Firewall
2020-08-31 05:03:24,95.43.211.165,208.197.141.222,56539,18522,TCP,661,Data,FTP,"Soluta ipsa aspernatur natus ad.
Inventore officia voluptates amet similique beatae. Facere facilis quod explicabo modi eum qui nobis.",,41.2,Alert Triggered,Malware,Known Pattern A,Blocked,High,Amira Zachariah,"Mozilla/5.0 (Linux; Android 4.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/30.0.889.0 Safari/534.2",Segment B,"Panipat, West Bengal",,,Alert Data,Firewall
2023-06-30 08:25:38,17.26.155.215,59.86.252.52,34958,10008,TCP,948,Data,HTTP,"In omnis in hic odit reiciendis nobis. Numquam deserunt quam maiores eos.
Illum assumenda suscipit sint labore. Quis itaque pariatur praesentium ipsum eveniet fuga. Ullam ex quo ut nostrum ex.",IoC Detected,54.95,,Intrusion,Known Pattern A,Logged,High,Anya Ratta,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/32.0.819.0 Safari/534.0",Segment B,"Bharatpur, Himachal Pradesh",76.219.66.220,,,Firewall
2022-11-09 10:05:30,18.46.68.59,134.158.63.53,58672,26354,ICMP,592,Data,FTP,"Praesentium harum corrupti rem.
Possimus dolorum architecto magnam veniam. Illum at voluptatibus tempore in. Deserunt consequatur tenetur iste et ut.",IoC Detected,99.28,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Suhana Khosla,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_9; rv:1.9.4.20) Gecko/8683-10-23 12:55:59 Firefox/3.6.8,Segment C,"Guntur, Meghalaya",17.119.78.50,Log Data,,Firewall
2023-03-07 11:34:04,165.143.98.121,110.236.161.4,40839,47509,UDP,731,Data,FTP,Deserunt fugit totam repellendus incidunt. Ducimus beatae rerum magni. Quo aut nulla incidunt.,,15.51,,Intrusion,Known Pattern A,Blocked,Medium,Jayesh Upadhyay,Opera/9.86.(X11; Linux i686; nso-ZA) Presto/2.9.164 Version/12.00,Segment C,"Panchkula, West Bengal",,Log Data,Alert Data,Firewall
2021-02-02 20:19:54,171.161.207.132,61.150.34.15,47259,23265,TCP,110,Control,FTP,"Reprehenderit consequatur sequi perferendis in autem.
Quod aspernatur hic rerum maiores consequatur. Natus neque ratione officia voluptatem qui. Ut voluptatem architecto repellat magnam sequi.",,77.53,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Kiara Bassi,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/16.5s7856.0 Mobile/20W599 Safari/535.0",Segment B,"Phusro, Jharkhand",,Log Data,Alert Data,Firewall
2021-11-17 11:39:05,129.46.248.181,6.103.134.106,27743,56751,ICMP,123,Data,FTP,"Eligendi facere quos. Ipsa nobis cum temporibus. Ipsum fugit odit eligendi.
Perferendis quisquam sed. Totam fuga aliquam rerum. Quos fugit at tempora.",,19.54,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Aniruddh Bhandari,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0),Segment C,"Tumkur, Maharashtra",,Log Data,Alert Data,Server
2021-03-01 09:15:28,172.27.209.237,62.95.232.244,4776,40146,TCP,905,Control,DNS,"Dolor exercitationem itaque mollitia dignissimos.
Eveniet quia ad fuga nam quidem totam natus.
Minus quod rem velit voluptate sed. Inventore cumque tempora corporis nam quod cupiditate.",IoC Detected,3.33,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Rhea Acharya,Mozilla/5.0 (Windows NT 5.2; sl-SI; rv:1.9.1.20) Gecko/7608-06-26 03:28:43 Firefox/3.6.14,Segment C,"Morena, Mizoram",,Log Data,,Firewall
2021-11-16 09:29:13,18.179.105.201,109.64.21.120,13644,48570,UDP,1342,Control,HTTP,Recusandae repudiandae cum quibusdam doloribus tenetur. Eius nam dolorem commodi voluptatum aperiam voluptatibus.,IoC Detected,26.94,,DDoS,Known Pattern B,Logged,High,Hazel Kari,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.10.5 (KHTML, like Gecko) Version/5.0.5 Safari/534.10.5",Segment B,"Mysore, West Bengal",,,Alert Data,Firewall
2021-07-04 16:24:04,32.124.179.230,108.215.143.100,52876,14577,ICMP,1374,Data,FTP,"Soluta occaecati atque nostrum natus aliquid modi magni. Doloremque placeat soluta. Corrupti sunt rerum.
Facere autem provident. Pariatur voluptas dolorem earum.",IoC Detected,55.05,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Charvi Singhal,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4 rv:2.0; ky-KG) AppleWebKit/533.13.7 (KHTML, like Gecko) Version/4.1 Safari/533.13.7",Segment B,"Thoothukudi, Bihar",,Log Data,,Firewall
2023-05-25 23:01:50,98.236.232.178,171.25.82.33,8322,1729,UDP,1154,Data,DNS,"Earum quod aliquid dolorum tempora. Laborum dolorem quis. Modi excepturi odio.
Natus voluptatibus autem nostrum dolorem odio.
Earum doloribus quod est. Enim odio consequatur quia dolorum.",IoC Detected,73.14,,DDoS,Known Pattern B,Logged,Medium,Prerak Sood,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.0),Segment A,"Ahmednagar, Himachal Pradesh",,,,Server
2022-01-31 10:59:50,13.76.248.228,183.15.133.33,48467,21489,TCP,176,Control,DNS,Iure iusto tenetur ad. Consequuntur officia pariatur porro tenetur optio. Asperiores itaque perferendis ipsa.,,39.26,,Malware,Known Pattern A,Ignored,Low,Riaan Rajagopal,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/37.0.805.0 Safari/532.0",Segment B,"Moradabad, Gujarat",,,,Server
2021-11-05 06:09:16,154.239.163.197,62.222.243.244,11679,5923,TCP,1302,Data,FTP,Assumenda perspiciatis iure mollitia neque. Nemo accusamus illo explicabo voluptate neque est vero. Quibusdam numquam rerum nihil placeat nisi recusandae.,IoC Detected,92.85,Alert Triggered,Malware,Known Pattern B,Logged,Low,Misha Srinivas,Opera/8.15.(X11; Linux x86_64; gez-ET) Presto/2.9.180 Version/12.00,Segment A,"Satara, Assam",159.0.41.11,,,Firewall
2021-10-20 18:08:24,22.5.37.66,87.103.20.0,21295,40514,UDP,1132,Control,HTTP,Sapiente tempora facere maxime facere. Ipsam corporis molestias aspernatur aut ducimus aliquid. Similique deleniti soluta quia.,,79.31,,Malware,Known Pattern A,Ignored,High,Hiran Jani,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_8) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/30.0.835.0 Safari/535.0",Segment B,"Bhagalpur, Nagaland",,,,Server
2021-11-10 12:56:47,11.223.178.225,54.217.222.187,49147,50256,UDP,856,Data,FTP,Beatae ipsam exercitationem alias excepturi porro. Consequatur cupiditate asperiores nisi qui facilis reiciendis. Eos odit veniam ab doloribus mollitia sequi quia.,IoC Detected,39.19,Alert Triggered,DDoS,Known Pattern A,Logged,High,Pihu Gala,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/35.0.894.0 Safari/536.1",Segment B,"Bhilwara, Kerala",,Log Data,,Firewall
2022-04-08 22:29:02,159.81.235.150,155.243.96.33,59641,24136,TCP,1419,Control,FTP,"Eius corrupti vel officia blanditiis eius. Iste laboriosam consectetur praesentium quis non. Nesciunt eveniet autem.
Quod nam ducimus suscipit. Magnam nihil praesentium molestias earum dolorem.",,14.38,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Neysa Cherian,Mozilla/5.0 (Android 1.6; Mobile; rv:22.0) Gecko/22.0 Firefox/22.0,Segment A,"Ramagundam, Uttar Pradesh",,,Alert Data,Firewall
2021-02-12 04:50:13,205.217.28.205,212.1.245.47,36523,8924,ICMP,263,Data,DNS,Quaerat reprehenderit cupiditate vero. Neque est repudiandae porro optio. Distinctio soluta consequatur veniam vel laborum quo.,IoC Detected,67.54,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Aradhya Singhal,Opera/8.42.(Windows NT 6.0; ml-IN) Presto/2.9.164 Version/12.00,Segment C,"Howrah, Haryana",,Log Data,Alert Data,Firewall
2020-05-19 00:57:37,180.45.215.21,82.64.200.5,4239,27426,UDP,1360,Data,HTTP,Dolorem aliquid repellat excepturi quaerat enim ab. Dolore necessitatibus officiis quis illum sapiente.,IoC Detected,42.01,,DDoS,Known Pattern A,Logged,Low,Vihaan Choudhary,Opera/9.50.(Windows NT 5.01; lv-LV) Presto/2.9.183 Version/10.00,Segment A,"Ballia, Odisha",82.103.158.108,Log Data,Alert Data,Server
2023-04-26 23:16:10,43.92.64.14,8.36.208.237,37372,63233,ICMP,371,Control,HTTP,Voluptatem harum accusantium amet culpa. Repellendus dolorum occaecati ratione explicabo fugiat. Cumque optio neque id itaque.,,79.39,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Yakshit Gole,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/57.0.895.0 Mobile/56H284 Safari/534.2",Segment C,"Jehanabad, Punjab",89.157.117.22,Log Data,Alert Data,Firewall
2021-03-20 10:16:50,145.59.66.111,200.147.172.221,16097,49113,TCP,478,Data,FTP,Dolorem quod dolore. Occaecati corporis ea vero rerum qui dolorem. Soluta cumque error quasi sequi veniam illo.,,60.48,,Malware,Known Pattern B,Logged,Medium,Heer Mangal,Opera/8.45.(X11; Linux i686; lv-LV) Presto/2.9.169 Version/10.00,Segment C,"Agra, Himachal Pradesh",,,Alert Data,Firewall
2022-06-27 18:40:36,97.130.58.182,157.121.152.104,24358,47994,UDP,122,Data,FTP,"Officia repellat ex soluta. Velit odio enim placeat quisquam. Cumque quae molestiae omnis a.
Nisi voluptas natus ea vitae delectus blanditiis. Autem iure cum labore non.",,41.07,,Intrusion,Known Pattern B,Logged,High,Advik Grewal,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5; rv:1.9.2.20) Gecko/3567-04-01 06:38:07 Firefox/3.6.7,Segment B,"Jaunpur, Himachal Pradesh",88.139.4.234,Log Data,Alert Data,Server
2022-01-17 01:50:58,63.27.86.175,133.34.251.235,42731,3885,TCP,1015,Data,DNS,Maxime perspiciatis in reprehenderit iusto. Vitae doloribus pariatur placeat quaerat incidunt saepe necessitatibus. Optio ab quis quas.,IoC Detected,25.25,,Malware,Known Pattern B,Ignored,High,Neelofar Chopra,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3 rv:6.0; mn-MN) AppleWebKit/534.11.7 (KHTML, like Gecko) Version/4.0.4 Safari/534.11.7",Segment C,"Vijayanagaram, Odisha",13.158.87.35,,Alert Data,Firewall
2021-08-31 18:42:11,26.181.38.190,28.217.213.122,17321,12400,TCP,1371,Data,HTTP,Consequatur cupiditate quam culpa facilis. Sit aliquid enim doloremque. Recusandae fugiat nulla ipsam exercitationem eius dolores.,IoC Detected,95.05,,Malware,Known Pattern A,Logged,High,Lavanya Dua,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; kw-GB) AppleWebKit/535.1.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.1.4",Segment B,"Nellore, Chhattisgarh",,Log Data,,Server
2020-10-20 01:09:56,9.44.228.38,115.190.216.126,63973,19735,ICMP,938,Control,HTTP,Officiis nihil eius amet veniam laborum. Non alias officiis officia deleniti.,,78.46,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Hansh Bajwa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_7) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/61.0.861.0 Safari/534.1",Segment B,"Singrauli, Arunachal Pradesh",32.23.69.51,Log Data,Alert Data,Firewall
2020-03-20 22:34:36,168.107.247.4,42.70.162.241,9563,18030,UDP,108,Control,FTP,"Aspernatur numquam dicta corporis.
A quibusdam reiciendis. Assumenda culpa a maxime. Nobis harum voluptates voluptatem minima.",,66.15,,Malware,Known Pattern B,Logged,Low,Umang Chad,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_3; rv:1.9.2.20) Gecko/8585-04-21 05:03:05 Firefox/3.6.12,Segment A,"Bangalore, Bihar",,,,Server
2022-12-11 16:59:29,58.115.195.203,168.67.62.96,15736,5631,TCP,1398,Data,HTTP,Perspiciatis aspernatur earum iusto praesentium laboriosam quae sapiente. Sed iusto incidunt itaque vel possimus tenetur. Doloribus qui laborum harum ratione.,,56.74,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Jivika Brar,Opera/9.50.(X11; Linux x86_64; lo-LA) Presto/2.9.176 Version/12.00,Segment A,"Thanjavur, Manipur",49.153.136.137,,Alert Data,Firewall
2020-05-03 00:59:59,190.29.102.251,85.112.131.136,1420,46231,UDP,962,Data,HTTP,Deleniti maxime excepturi debitis rem hic. Nostrum eius in facere a error ducimus nam. Accusamus velit vero possimus similique. Provident laborum exercitationem quisquam.,IoC Detected,33.0,,DDoS,Known Pattern A,Logged,Medium,Devansh Bath,Opera/9.47.(X11; Linux i686; fy-DE) Presto/2.9.160 Version/12.00,Segment C,"Ramgarh, Odisha",136.59.205.32,Log Data,,Server
2021-06-02 09:30:42,29.74.255.16,156.13.73.32,14350,48697,ICMP,548,Data,FTP,Tenetur occaecati deleniti facilis numquam. Nihil eos ratione libero dolore officiis excepturi.,IoC Detected,90.59,,Malware,Known Pattern B,Ignored,High,Rasha Sarna,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.0),Segment A,"Sangli-Miraj & Kupwad, Bihar",,Log Data,Alert Data,Server
2020-01-13 07:00:39,181.154.242.121,10.0.253.175,7609,53071,TCP,1405,Control,FTP,Pariatur facilis deleniti illum iste eligendi labore. Explicabo quibusdam architecto pariatur. Magni eum quia quae doloribus.,IoC Detected,79.52,,DDoS,Known Pattern B,Blocked,Low,Parinaaz Subramaniam,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/3.1),Segment A,"Fatehpur, Odisha",,Log Data,,Server
2020-04-23 23:03:58,33.209.69.59,123.211.117.27,44113,45599,UDP,901,Control,FTP,Sit dolor excepturi accusamus. Iure sed magni illum. Laborum animi eligendi a.,IoC Detected,19.91,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Pihu Sathe,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.1),Segment B,"Rohtak, Manipur",166.206.161.238,,,Firewall
2020-05-18 14:17:00,199.49.178.62,158.5.51.192,30602,47316,ICMP,1459,Control,FTP,Numquam alias dolores inventore nihil. Esse vel labore sunt fuga neque quo.,IoC Detected,94.99,,Intrusion,Known Pattern B,Blocked,Medium,Eva Shroff,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.1),Segment B,"Eluru, Andhra Pradesh",24.150.101.47,,,Firewall
2023-05-12 21:07:09,6.228.20.178,40.171.199.16,10479,8417,UDP,852,Control,HTTP,"Accusamus esse placeat velit quibusdam iusto. Fugit excepturi odit quia accusantium id. Molestias doloribus dolorum tempora.
Hic itaque dolores fugiat vitae fuga quia. Modi adipisci quo voluptatum.",,82.66,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Shayak Dua,Mozilla/5.0 (Android 3.0; Mobile; rv:66.0) Gecko/66.0 Firefox/66.0,Segment A,"Jhansi, Manipur",158.252.236.242,Log Data,Alert Data,Server
2022-01-25 11:55:13,106.3.0.157,115.29.102.233,41786,35556,UDP,653,Control,DNS,Laudantium fuga unde. Necessitatibus eius dolorum.,IoC Detected,83.69,,DDoS,Known Pattern B,Blocked,High,Neysa Chanda,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; si-LK) AppleWebKit/535.10.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6535.10.6",Segment A,"Muzaffarpur, Karnataka",,Log Data,,Firewall
2021-08-18 18:07:11,175.26.168.130,58.191.6.236,61479,23233,TCP,1470,Control,DNS,"Quisquam fugiat rerum quae quidem officiis fuga. Praesentium odit consequatur ab.
Quasi dolorem facilis nulla iure distinctio ipsum.
Voluptatibus aut sint esse. Sint veniam ad voluptatibus.",IoC Detected,85.38,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Kismat Sekhon,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.1),Segment A,"Ghaziabad, Punjab",,,Alert Data,Firewall
2021-07-11 10:31:54,190.116.6.98,22.189.77.169,29928,62958,TCP,386,Control,DNS,"Blanditiis veniam error perspiciatis. Qui ex earum.
Ratione dolor minus dolore soluta adipisci cum. Porro ab quae vitae in cum sequi.",IoC Detected,79.57,Alert Triggered,DDoS,Known Pattern B,Logged,High,Taimur Dhaliwal,Opera/8.85.(Windows NT 6.0; ku-TR) Presto/2.9.175 Version/10.00,Segment C,"Rewa, Sikkim",,Log Data,Alert Data,Server
2021-08-11 02:57:01,180.77.88.21,184.215.183.199,7289,26620,ICMP,608,Control,DNS,"Rerum nulla ducimus odit consequuntur voluptates. Modi quis nam quam nobis.
Error voluptatum rem sunt corrupti mollitia. Fugit fuga quasi in facilis.",IoC Detected,12.15,,Malware,Known Pattern B,Logged,High,Shayak Bhardwaj,Mozilla/5.0 (Android 2.3.7; Mobile; rv:44.0) Gecko/44.0 Firefox/44.0,Segment C,"Asansol, Madhya Pradesh",,,Alert Data,Firewall
2022-07-31 05:56:12,197.174.204.92,23.251.236.249,38231,22305,ICMP,443,Control,DNS,Dolores deleniti ea mollitia maiores temporibus. Doloremque nostrum quos sequi. Voluptatum vero distinctio esse accusamus laudantium. Suscipit consequatur error magnam vero.,IoC Detected,2.38,,DDoS,Known Pattern B,Logged,Low,Kaira Gulati,"Mozilla/5.0 (Linux; Android 2.2.3) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/52.0.895.0 Safari/536.0",Segment C,"Hyderabad, Arunachal Pradesh",33.108.73.122,,,Firewall
2023-06-23 07:23:13,139.136.232.97,160.243.238.136,20812,17919,ICMP,149,Data,HTTP,Quos fugiat quo nostrum in. Porro saepe consequatur nulla rem. Cumque eos commodi.,IoC Detected,40.36,,Intrusion,Known Pattern A,Logged,High,Nayantara Aggarwal,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; the-NP) AppleWebKit/533.29.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6533.29.2",Segment A,"Kavali, Uttar Pradesh",194.153.119.90,Log Data,Alert Data,Server
2022-11-18 19:37:48,73.175.191.153,134.44.255.157,48356,17780,UDP,609,Control,FTP,Dolorum harum incidunt voluptatibus. Nobis suscipit consectetur reiciendis praesentium optio. Dicta quis quam ratione.,IoC Detected,92.73,Alert Triggered,Malware,Known Pattern A,Logged,High,Onkar Sangha,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/23.0.819.0 Safari/534.1",Segment C,"Vadodara, Sikkim",42.196.167.181,,Alert Data,Firewall
2022-12-18 06:31:07,52.80.191.34,219.243.118.3,57767,12059,TCP,990,Data,DNS,"Laboriosam aliquam consequatur quibusdam. Beatae eum quia fugit.
Corporis molestiae voluptas tenetur. Consequatur illum itaque ea.",,62.11,Alert Triggered,Malware,Known Pattern A,Ignored,High,Taran Badal,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.0),Segment C,"Katni, Odisha",207.232.79.240,Log Data,Alert Data,Server
2020-03-09 22:41:25,156.36.35.163,144.55.73.87,16835,21630,UDP,849,Control,DNS,"Dicta recusandae et ea labore. Non fuga eligendi iste reprehenderit.
Suscipit aut ea non ab est. Odit nostrum beatae sed pariatur corrupti non. Atque beatae accusamus in est.",,25.74,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Seher Viswanathan,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/59.0.845.0 Safari/533.1",Segment B,"Kanpur, Uttarakhand",25.49.245.123,Log Data,,Server
2023-01-28 07:34:15,6.129.228.144,16.161.94.66,40104,27669,TCP,485,Data,DNS,Repudiandae rerum voluptate sunt repellendus quaerat aperiam. Iusto quas quae ratione quaerat.,,52.45,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Aniruddh Goda,Opera/9.72.(Windows NT 6.2; mag-IN) Presto/2.9.185 Version/10.00,Segment C,"Bhavnagar, Meghalaya",,,Alert Data,Firewall
2022-10-23 02:32:38,193.197.180.143,118.20.189.58,51047,21494,ICMP,148,Data,FTP,"Dolorem aperiam quibusdam laudantium. Expedita ea et commodi maiores.
Blanditiis voluptates unde natus culpa accusantium nostrum. Dolor culpa quaerat quisquam sit nostrum.",IoC Detected,45.75,,Intrusion,Known Pattern B,Logged,Medium,Misha Chawla,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.0),Segment B,"Tiruchirappalli, Goa",,,,Server
2022-09-01 16:02:26,110.18.254.104,48.28.130.81,17001,57020,TCP,1297,Data,HTTP,Est optio nulla placeat. Culpa provident eaque molestiae saepe soluta nostrum molestiae. Asperiores libero numquam officia hic unde.,,55.45,Alert Triggered,Malware,Known Pattern A,Ignored,High,Urvi Singhal,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.1),Segment B,"Salem, Manipur",,Log Data,Alert Data,Server
2023-05-29 22:21:54,22.125.4.100,160.248.247.79,58612,41250,ICMP,478,Control,DNS,Atque suscipit quisquam cumque quod. Molestias quis voluptates unde suscipit excepturi. Debitis molestiae nulla explicabo.,IoC Detected,20.42,Alert Triggered,Malware,Known Pattern B,Ignored,High,Jivika Shroff,Mozilla/5.0 (Android 2.2; Mobile; rv:35.0) Gecko/35.0 Firefox/35.0,Segment A,"Katni, Sikkim",62.23.104.25,,Alert Data,Server
2021-07-06 04:39:52,98.31.78.15,87.164.175.42,25463,58289,ICMP,195,Data,HTTP,Accusantium impedit tempore unde facere molestias quasi. Illum consequuntur recusandae provident sint tenetur.,IoC Detected,91.68,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Samiha Chauhan,Mozilla/5.0 (Windows 98; Win 9x 4.90; kl-GL; rv:1.9.1.20) Gecko/6951-12-10 12:01:38 Firefox/13.0,Segment A,"Ahmedabad, Arunachal Pradesh",44.236.211.65,Log Data,,Server
2020-02-22 13:13:12,34.100.56.182,17.214.75.99,4223,53885,ICMP,117,Control,DNS,Accusantium sequi laudantium ab similique. Distinctio dignissimos quae aperiam maxime et minima. Voluptates unde iste saepe aspernatur tenetur.,IoC Detected,2.72,,Intrusion,Known Pattern A,Ignored,High,Madhup Sengupta,Opera/8.52.(X11; Linux x86_64; as-IN) Presto/2.9.173 Version/11.00,Segment B,"Munger, Jharkhand",171.170.193.214,Log Data,,Server
2023-06-14 05:12:23,52.72.189.169,178.56.208.205,51310,52721,TCP,479,Control,DNS,Totam fugiat magni eligendi velit. Reiciendis commodi reiciendis soluta incidunt vitae esse. Consequuntur maiores consectetur dolorem et iusto vel.,IoC Detected,10.7,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Yasmin Desai,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/17.0.849.0 Safari/533.0",Segment C,"Naihati, Arunachal Pradesh",38.150.224.173,Log Data,Alert Data,Server
2021-06-03 21:12:58,59.174.15.0,2.43.175.211,29346,58224,UDP,1389,Data,FTP,"Sequi placeat natus. Quibusdam praesentium quod.
Eaque sapiente eos ipsum aut dolor aut. Similique ipsam aperiam iste incidunt tempora.",IoC Detected,41.27,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Mishti Barad,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.16.5 (KHTML, like Gecko) Version/5.1 Safari/533.16.5",Segment C,"Kirari Suleman Nagar, Telangana",166.155.244.54,Log Data,Alert Data,Firewall
